ticket_id,created_at,resolved_at,channel,category,subcategory,priority,status,sentiment,product,customer_plan,region,language,assigned_agent,message,resolution_note,resolution_time_hrs,csat_score,first_response_time_hrs,reopened,escalated,num_interactions,customer_tenure_days
TKT-00158,2024-08-02 08:06:00,2024-08-04 19:12:00,web_form,Technical Issue,Data sync issue,Medium,Resolved,Positive,InvoiceFlow,Free,Europe,English,Agent_005 (Sophie M),The app keeps crashing when I try to invite a team member. I'm on Windows 11.,Refund processed,59.1,4.8,21.2,False,False,5,397
TKT-00159,2024-01-12 13:44:00,,chat,Billing,Payment failure,Low,Open,Negative,TaskBoard,Enterprise,Southeast Asia,English,Agent_005 (Sophie M),My payment of $409.00 failed but the amount was still deducted from my account.,Escalated to engineering,,,4.7,False,False,11,982
TKT-00160,2025-06-17 16:36:00,2025-06-18 23:48:00,chat,General Inquiry,Compatibility,High,Resolved,Negative,InvoiceFlow,Professional,Africa,Spanish,Agent_004 (Omar F),Could you explain the difference between the Professional and Enterprise plans?,No action needed,31.2,2.6,9.4,False,False,5,1445
TKT-00161,2024-02-08 13:58:00,,chat,Refund / Return,Full refund,High,Open,Neutral,SecureVault,Enterprise,Europe,Hindi,Agent_002 (James T),What's the status of refund request #REF-3347? It's been 13 days.,Self-service guided,,,19.7,False,False,11,272
TKT-00162,2024-04-15 16:01:00,2024-04-20 15:13:00,helpdesk_portal,Billing,Payment failure,Low,Closed,Negative,CloudSync Pro,Free,Europe,Arabic,Agent_003 (Lena K),I noticed an incorrect charge of $169.00 on my last bill. Can you look into invoice INV-5695?,Pending customer,119.2,2.0,15.0,False,False,4,1112
TKT-00163,2025-04-27 08:06:00,2025-04-29 05:42:00,whatsapp,Technical Issue,App crash,Medium,Resolved,Neutral,CloudSync Pro,Free,North America,English,Agent_004 (Omar F),My data isn't syncing across devices. Last successful sync was 14 days ago.,Issue fixed by agent,45.6,3.8,22.1,False,False,8,636
TKT-00164,2024-11-28 21:31:00,,phone,Feature Request,New integration,High,In Progress,Negative,CloudSync Pro,Professional,Middle East,English,Agent_007 (Elena V),It would be really helpful if SecureVault supported direct integration with Zapier.,Escalated to engineering,,,9.8,False,False,2,668
TKT-00165,2025-03-17 20:36:00,2025-03-24 02:00:00,email,Account Access,Account deletion,Low,Resolved,Neutral,InvoiceFlow,Starter,North America,English,Agent_001 (Priya S),My account appears to be locked. I haven't violated any terms.,Issue fixed by agent,149.4,3.6,16.5,False,False,7,671
TKT-00166,2025-02-03 21:12:00,2025-02-05 06:00:00,email,Account Access,2FA issue,Medium,Closed,Positive,SecureVault,Professional,Africa,English,Agent_002 (James T),I'm having trouble with 2FA — the codes aren't working on my new phone.,Refund processed,32.8,4.9,23.2,True,False,9,736
TKT-00167,2024-05-22 13:35:00,2024-05-26 08:59:00,chat,Billing,Payment failure,Low,Resolved,Positive,InvoiceFlow,Professional,South Asia,English,Agent_002 (James T),Could you send me a detailed invoice for the period Jan–Mar 2024? I need it for tax purposes.,Issue fixed by agent,91.4,4.6,10.0,False,False,12,1238
TKT-00168,2025-05-28 15:26:00,2025-06-01 04:08:00,chat,General Inquiry,Partnership,Medium,Resolved,Negative,TaskBoard,Starter,Europe,English,Agent_005 (Sophie M),Where can I find documentation on setting up the API?,No action needed,84.7,2.5,14.7,False,False,11,1360
TKT-00169,2024-12-05 20:22:00,2024-12-13 02:40:00,web_form,Complaint,Unresolved issue,Low,Closed,Negative,DataDash,Starter,North America,English,Agent_005 (Sophie M),The agent I spoke to was dismissive and unhelpful. I'd like to escalate.,Self-service guided,174.3,2.1,12.2,False,False,5,517
TKT-00170,2024-08-29 22:11:00,,email,Billing,Subscription upgrade,Low,Open,Very Negative,CloudSync Pro,Professional,North America,English,Agent_008 (Daniel N),"Hi, I was charged $180.00 twice on May 28, 2024. My invoice is INV-3525. Please refund the duplicate.",Issue fixed by agent,,,15.5,False,False,2,108
TKT-00171,2024-01-13 16:59:00,2024-01-16 20:23:00,web_form,Billing,Invoice request,Medium,Closed,Neutral,TaskBoard,Starter,South Asia,English,Agent_002 (James T),My payment of $497.99 failed but the amount was still deducted from my account.,Pending customer,75.4,3.8,18.0,False,False,10,400
TKT-00172,2024-10-17 15:12:00,2024-10-18 11:42:00,chat,Account Access,Account deletion,Medium,Resolved,Very Negative,CloudSync Pro,Free,North America,Hindi,Agent_007 (Elena V),I can't log in to my account. The password reset email is not arriving.,Self-service guided,20.5,1.3,15.9,True,False,8,567
TKT-00173,2024-09-28 12:28:00,2024-09-29 11:28:00,email,Delivery / Shipping,Wrong item,Medium,Closed,Negative,CloudSync Pro,Starter,Southeast Asia,English,Unassigned,The tracking for order #43947 hasn't updated in 12 days.,Issue fixed by agent,23.0,2.1,,False,False,5,914
TKT-00174,2025-05-17 22:27:00,,chat,Billing,Invoice request,Medium,Open,Negative,CloudSync Pro,Free,Europe,English,Agent_001 (Priya S),"Hi, I was charged $281.00 twice on Jan 04, 2024. My invoice is INV-7298. Please refund the duplicate.",Escalated to engineering,,,12.9,False,False,2,942
TKT-00175,2025-03-24 13:08:00,2025-03-26 06:14:00,chat,Delivery / Shipping,Late delivery,Low,Resolved,Neutral,SecureVault,Starter,South Asia,English,Agent_007 (Elena V),I received the wrong item in my package. Order #54265.,Refund processed,41.1,3.1,19.4,False,False,8,1389
TKT-00176,2024-05-13 07:11:00,,email,Refund / Return,Full refund,Medium,In Progress,Negative,CloudSync Pro,Professional,Southeast Asia,Arabic,Agent_006 (Raj P),I want to return an item from order #18271 — it doesn't meet my needs.,Issue fixed by agent,,,8.2,False,False,12,1390
TKT-00177,2025-03-01 12:44:00,2025-03-05 06:02:00,email,Technical Issue,Login error,Low,Resolved,Negative,DataDash,Starter,Latin America,English,Agent_001 (Priya S),My data isn't syncing across devices. Last successful sync was 9 days ago.,Issue fixed by agent,89.3,2.7,14.3,False,False,12,975
TKT-00178,2024-11-04 18:26:00,2024-11-06 07:08:00,email,Delivery / Shipping,Wrong item,Low,Resolved,Negative,DataDash,Professional,Africa,English,Agent_005 (Sophie M),I received the wrong item in my package. Order #29558.,Policy exception granted,36.7,2.2,16.1,True,False,11,746
TKT-00179,2024-04-28 09:57:00,2024-04-29 20:51:00,phone,Technical Issue,Feature not working,Medium,Closed,Neutral,TaskBoard,Professional,North America,English,Agent_008 (Daniel N),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Refund processed,34.9,3.5,11.7,False,False,3,443
TKT-00180,2024-05-19 10:54:00,,email,General Inquiry,Documentation,Medium,In Progress,Negative,InvoiceFlow,Enterprise,South Asia,English,Agent_007 (Elena V),I'm interested in a partnership opportunity with your company.,Issue fixed by agent,,,20.7,False,False,8,948
TKT-00181,2024-02-15 08:30:00,,whatsapp,Technical Issue,Data sync issue,High,In Progress,Negative,DataDash,Enterprise,South Asia,English,Agent_006 (Raj P),The app keeps crashing when I try to connect an integration. I'm on macOS Sonoma.,Issue fixed by agent,,,8.7,False,False,2,33
TKT-00182,2025-01-14 21:45:00,2025-01-17 13:21:00,web_form,Account Access,Password reset,Medium,Closed,Negative,TaskBoard,Starter,North America,Arabic,Agent_004 (Omar F),I need to update the email address associated with my account.,No action needed,63.6,2.6,8.1,False,False,9,1382
TKT-00183,2024-12-08 14:34:00,2024-12-10 18:58:00,web_form,Technical Issue,Feature not working,Low,Resolved,Negative,CloudSync Pro,Professional,Europe,Hindi,Agent_008 (Daniel N),I'm unable to invite a team member since the latest update. Getting error code ERR-383.,Issue fixed by agent,52.4,2.5,19.9,False,False,9,1390
TKT-00184,2025-02-04 12:18:00,2025-02-06 03:00:00,phone,Refund / Return,Full refund,High,Resolved,Negative,InvoiceFlow,Enterprise,Southeast Asia,English,Agent_009 (Yuki T),I'd like to request a full refund for my recent purchase. Order #64596.,Issue fixed by agent,38.7,2.5,10.1,False,False,1,598
TKT-00185,2025-06-26 21:29:00,2025-06-30 05:17:00,web_form,Billing,Incorrect amount,Low,Closed,Very Negative,DataDash,Professional,Europe,Spanish,Agent_005 (Sophie M),My payment of $92.49 failed but the amount was still deducted from my account.,Escalated to engineering,79.8,1.2,4.3,False,False,11,315
TKT-00186,2025-04-04 12:34:00,2025-04-07 19:58:00,web_form,Billing,Duplicate charge,Low,Resolved,Very Negative,DataDash,Starter,Europe,French,Unassigned,Could you send me a detailed invoice for the period Jul–Sep 2024? I need it for tax purposes.,Issue fixed by agent,79.4,1.9,,False,False,10,1366
TKT-00187,2024-08-13 21:22:00,2024-08-14 22:04:00,email,Billing,Duplicate charge,Medium,Resolved,Very Negative,InvoiceFlow,Enterprise,Southeast Asia,Hindi,Agent_003 (Lena K),I noticed an incorrect charge of $303.99 on my last bill. Can you look into invoice INV-5553?,Self-service guided,24.7,1.3,14.6,False,False,11,740
TKT-00188,2025-03-01 21:18:00,2025-03-02 10:30:00,chat,Technical Issue,Feature not working,High,Resolved,Negative,CloudSync Pro,Starter,Europe,Hindi,Agent_002 (James T),My data isn't syncing across devices. Last successful sync was 10 days ago.,Pending customer,13.2,2.0,15.4,False,False,3,1139
TKT-00189,2025-04-19 14:01:00,,helpdesk_portal,Account Access,Password reset,Medium,In Progress,Very Negative,TaskBoard,Professional,Europe,English,Agent_006 (Raj P),My account appears to be locked. I haven't violated any terms.,Refund processed,,,23.9,True,False,12,741
TKT-00190,2024-02-29 11:20:00,2024-03-02 14:32:00,whatsapp,Feature Request,Export options,Medium,Resolved,Very Negative,DataDash,Free,Southeast Asia,Hindi,Agent_008 (Daniel N),A dark mode option would be greatly appreciated for late-night work sessions.,Issue fixed by agent,51.2,1.8,14.4,False,False,6,648
TKT-00191,2025-05-11 20:21:00,2025-05-15 08:39:00,helpdesk_portal,Refund / Return,Partial refund,Medium,Resolved,Neutral,InvoiceFlow,Professional,North America,English,Agent_005 (Sophie M),I'd like to request a full refund for my recent purchase. Order #12277.,Self-service guided,84.3,3.3,8.8,False,False,10,1072
TKT-00192,2024-03-21 20:44:00,,email,Delivery / Shipping,Late delivery,Medium,Open,Negative,TaskBoard,Enterprise,North America,English,Agent_002 (James T),"My order #17768 was supposed to arrive on Mar 17, 2025 but it's still not here.",Issue fixed by agent,,,21.8,True,False,5,1368
TKT-00193,2024-12-22 18:10:00,2024-12-29 09:16:00,email,Billing,Subscription upgrade,Low,Resolved,Neutral,InvoiceFlow,Professional,North America,English,Agent_007 (Elena V),I noticed an incorrect charge of $263.99 on my last bill. Can you look into invoice INV-2623?,Issue fixed by agent,159.1,3.4,14.2,False,False,2,371
TKT-00194,2024-10-22 08:05:00,2024-10-22 14:59:00,chat,Refund / Return,Full refund,Critical,Resolved,Negative,DataDash,Starter,Southeast Asia,English,Agent_005 (Sophie M),What's the status of refund request #REF-7020? It's been 8 days.,Self-service guided,6.9,2.0,16.2,False,False,7,898
TKT-00195,2024-07-24 19:07:00,2024-07-26 05:55:00,phone,Account Access,Email change,Medium,Resolved,Neutral,InvoiceFlow,Professional,Latin America,English,Agent_004 (Omar F),I need to update the email address associated with my account.,Issue fixed by agent,34.8,3.3,12.0,False,False,3,61
TKT-00196,2025-06-16 22:50:00,2025-06-21 05:56:00,email,Billing,Payment failure,Low,Resolved,Positive,SecureVault,Professional,Europe,French,Agent_001 (Priya S),Could you send me a detailed invoice for the period Jul–Sep 2024? I need it for tax purposes.,Issue fixed by agent,103.1,4.5,0.9,False,False,5,1447
TKT-00197,2024-06-09 08:25:00,2024-06-10 21:25:00,whatsapp,Billing,Subscription upgrade,Medium,Resolved,Neutral,TaskBoard,Professional,South Asia,Hindi,Agent_005 (Sophie M),Could you send me a detailed invoice for the period Jul–Sep 2024? I need it for tax purposes.,Refund processed,37.0,3.4,10.3,False,False,7,720
TKT-00198,2025-03-08 20:17:00,2025-03-10 11:11:00,email,Billing,Invoice request,Low,Resolved,Neutral,CloudSync Pro,Enterprise,Southeast Asia,English,Agent_005 (Sophie M),"Hi, I was charged $167.49 twice on Feb 03, 2025. My invoice is INV-6282. Please refund the duplicate.",Issue fixed by agent,38.9,3.2,7.3,False,False,4,1018
TKT-00199,2024-04-07 17:17:00,2024-04-07 21:05:00,whatsapp,Feature Request,Dark mode,Critical,Closed,Positive,CloudSync Pro,Starter,North America,Spanish,Agent_006 (Raj P),Is there any plan to expose an API for the reporting module?,Policy exception granted,3.8,4.6,10.9,False,False,3,39
TKT-00200,2025-03-20 08:33:00,2025-03-21 16:57:00,email,Feature Request,API access,Medium,Resolved,Neutral,InvoiceFlow,Enterprise,Middle East,French,Agent_008 (Daniel N),"Can you add an option to export reports in Excel format, not just CSV?",Pending customer,32.4,3.7,5.7,False,False,3,394
TKT-00201,2024-10-11 12:41:00,2024-10-12 23:59:00,email,Billing,Invoice request,High,Resolved,Neutral,SecureVault,Enterprise,Europe,English,Agent_001 (Priya S),"Hi, I was charged $33.00 twice on Nov 17, 2024. My invoice is INV-5882. Please refund the duplicate.",No action needed,35.3,3.6,12.1,False,False,11,1189
TKT-00202,2024-08-29 20:13:00,2024-08-30 00:55:00,chat,General Inquiry,Plan comparison,Critical,Closed,Neutral,CloudSync Pro,Enterprise,North America,Hindi,Agent_004 (Omar F),Does SecureVault integrate with Salesforce?,No action needed,4.7,4.0,21.1,False,False,6,974
TKT-00203,2025-01-28 16:40:00,2025-01-30 07:22:00,phone,Delivery / Shipping,Damaged item,High,Escalated,Positive,InvoiceFlow,Professional,Middle East,French,Agent_008 (Daniel N),"My order #37575 was supposed to arrive on Mar 29, 2025 but it's still not here.",Issue fixed by agent,38.7,,15.2,False,True,11,833
TKT-00204,2024-06-13 15:32:00,2024-06-15 13:08:00,chat,Delivery / Shipping,Tracking issue,Low,Closed,Positive,DataDash,Enterprise,Southeast Asia,English,Agent_009 (Yuki T),The item I received is damaged. I need a replacement or refund for order #51120.,Issue fixed by agent,45.6,4.2,12.4,False,False,11,267
TKT-00205,2025-02-28 18:11:00,2025-03-02 16:29:00,web_form,Refund / Return,Refund status,Medium,Resolved,Very Negative,DataDash,Starter,Southeast Asia,Spanish,Agent_008 (Daniel N),I was overcharged and would like a partial refund for the difference.,Issue fixed by agent,46.3,1.1,23.0,False,False,10,241
TKT-00206,2025-05-21 19:08:00,2025-05-23 20:14:00,email,Billing,Incorrect amount,Medium,Closed,Very Negative,TaskBoard,Starter,Europe,Japanese,Agent_008 (Daniel N),I noticed an incorrect charge of $426.49 on my last bill. Can you look into invoice INV-7853?,Issue fixed by agent,49.1,1.4,16.5,False,False,1,961
TKT-00207,2024-08-28 22:58:00,2024-08-30 18:28:00,email,Billing,Subscription upgrade,Medium,Resolved,Negative,InvoiceFlow,Professional,Southeast Asia,English,Agent_001 (Priya S),"Hi, I was charged $7.49 twice on May 31, 2025. My invoice is INV-7241. Please refund the duplicate.",Self-service guided,43.5,2.5,22.3,False,False,3,184
TKT-00208,2024-09-26 15:33:00,,helpdesk_portal,Technical Issue,Performance slow,Medium,Open,Neutral,CloudSync Pro,Enterprise,North America,German,Agent_009 (Yuki T),My data isn't syncing across devices. Last successful sync was 4 days ago.,Issue fixed by agent,,,6.3,False,False,7,238
TKT-00209,2024-10-17 12:53:00,2024-10-17 17:53:00,helpdesk_portal,Complaint,Repeat issue,Critical,Resolved,Positive,InvoiceFlow,Professional,Europe,Arabic,Agent_002 (James T),The agent I spoke to was dismissive and unhelpful. I'd like to escalate.,Issue fixed by agent,5.0,4.7,16.4,False,False,10,218
TKT-00210,2025-04-08 17:46:00,2025-04-16 05:46:00,whatsapp,Refund / Return,Policy inquiry,Low,Closed,Positive,InvoiceFlow,Enterprise,Europe,English,Unassigned,I was overcharged and would like a partial refund for the difference.,Escalated to engineering,180.0,4.0,,False,False,7,825
TKT-00211,2025-01-11 13:31:00,,chat,Technical Issue,Feature not working,High,In Progress,Negative,DataDash,Enterprise,Europe,French,Agent_002 (James T),My data isn't syncing across devices. Last successful sync was 12 days ago.,Escalated to engineering,,,23.4,False,False,11,1406
TKT-00212,2024-11-03 14:33:00,2024-11-03 22:39:00,helpdesk_portal,Delivery / Shipping,Missing package,Critical,Resolved,Negative,CloudSync Pro,Free,Europe,English,Unassigned,"My order #56590 was supposed to arrive on Feb 16, 2024 but it's still not here.",Escalated to engineering,8.1,2.8,,True,False,12,1355
TKT-00213,2024-12-15 12:13:00,,web_form,Account Access,Account locked,High,Open,Very Negative,DataDash,Starter,Southeast Asia,German,Agent_004 (Omar F),I can't log in to my account. The password reset email is not arriving.,No action needed,,,16.6,False,False,12,1233
TKT-00214,2024-01-17 13:54:00,2024-01-18 09:48:00,helpdesk_portal,Delivery / Shipping,Tracking issue,Medium,Resolved,Very Negative,InvoiceFlow,Professional,Latin America,English,Agent_002 (James T),I received the wrong item in my package. Order #65296.,Issue fixed by agent,19.9,1.2,3.7,False,False,8,966
TKT-00215,2025-05-22 16:02:00,2025-05-24 21:08:00,email,Billing,Invoice request,Medium,Resolved,Neutral,TaskBoard,Starter,Europe,Spanish,Agent_004 (Omar F),Could you send me a detailed invoice for the period Jan–Mar 2024? I need it for tax purposes.,Self-service guided,53.1,3.6,15.5,False,False,7,43
TKT-00216,2024-10-27 19:26:00,2024-10-29 06:08:00,phone,Billing,Payment failure,High,Resolved,Negative,DataDash,Professional,South Asia,Arabic,Agent_007 (Elena V),Could you send me a detailed invoice for the period Jan–Mar 2024? I need it for tax purposes.,Self-service guided,34.7,2.9,11.9,False,False,9,97
TKT-00217,2024-08-17 22:16:00,2024-08-21 15:46:00,helpdesk_portal,Complaint,Unresolved issue,Medium,Resolved,Neutral,CloudSync Pro,Professional,Middle East,English,Agent_001 (Priya S),I've been waiting 9 days for a response. This is unacceptable.,Issue fixed by agent,89.5,3.5,4.1,False,False,4,741
TKT-00218,2025-03-01 07:15:00,2025-03-07 19:27:00,chat,Billing,Invoice request,Low,Resolved,Negative,TaskBoard,Professional,North America,English,Agent_008 (Daniel N),My payment of $151.99 failed but the amount was still deducted from my account.,Self-service guided,156.2,2.1,10.3,False,False,8,1058
TKT-00219,2024-03-03 19:48:00,,email,Refund / Return,Full refund,Medium,In Progress,Positive,CloudSync Pro,Enterprise,Middle East,English,Unassigned,I was overcharged and would like a partial refund for the difference.,Issue fixed by agent,,,,False,False,9,1251
TKT-00220,2024-07-21 16:05:00,,web_form,General Inquiry,Pricing info,High,In Progress,Negative,InvoiceFlow,Professional,Southeast Asia,Arabic,Agent_008 (Daniel N),Where can I find documentation on setting up the API?,Self-service guided,,,0.8,False,False,10,530
TKT-00221,2024-05-07 21:19:00,2024-05-08 23:37:00,whatsapp,Technical Issue,App crash,High,Escalated,Negative,CloudSync Pro,Starter,North America,English,Agent_001 (Priya S),My data isn't syncing across devices. Last successful sync was 8 days ago.,Escalated to engineering,26.3,,19.8,False,True,2,301
TKT-00222,2025-02-08 15:37:00,,chat,Delivery / Shipping,Tracking issue,High,Open,Positive,SecureVault,Starter,Europe,Hindi,Agent_006 (Raj P),The tracking for order #77264 hasn't updated in 13 days.,Refund processed,,,16.7,False,False,1,322
TKT-00223,2024-11-06 16:31:00,2024-11-07 12:31:00,email,General Inquiry,Plan comparison,Medium,Resolved,Very Negative,DataDash,Professional,North America,English,Agent_004 (Omar F),Does CloudSync Pro integrate with Salesforce?,,20.0,1.1,1.2,False,False,5,1159
TKT-00224,2024-11-29 09:51:00,2024-12-02 00:51:00,whatsapp,Account Access,Account deletion,Medium,Closed,Negative,TaskBoard,Free,North America,German,Agent_006 (Raj P),I need to update the email address associated with my account.,Issue fixed by agent,63.0,2.6,2.1,False,False,9,1182
TKT-00225,2025-03-30 09:51:00,2025-03-30 19:15:00,whatsapp,Delivery / Shipping,Damaged item,Critical,Closed,Negative,DataDash,Professional,North America,Japanese,Agent_003 (Lena K),The tracking for order #60070 hasn't updated in 2 days.,Issue fixed by agent,9.4,2.1,2.5,False,False,3,375
TKT-00226,2025-02-26 17:16:00,2025-03-02 11:22:00,email,Technical Issue,App crash,Low,Resolved,Neutral,CloudSync Pro,Starter,South Asia,English,Agent_004 (Omar F),The app keeps crashing when I try to upload a file. I'm on Windows 11.,Self-service guided,90.1,3.0,15.2,False,False,1,552
TKT-00227,2024-05-25 18:34:00,2024-05-29 11:28:00,chat,Account Access,Account locked,Medium,Closed,Neutral,InvoiceFlow,Professional,North America,Spanish,Agent_005 (Sophie M),I need to update the email address associated with my account.,No action needed,88.9,3.8,9.2,False,False,11,436
TKT-00228,2025-03-18 13:39:00,2025-03-20 19:57:00,email,Feature Request,UI improvement,Medium,Closed,Positive,InvoiceFlow,Starter,Europe,English,Agent_005 (Sophie M),A dark mode option would be greatly appreciated for late-night work sessions.,Issue fixed by agent,54.3,4.6,0.2,True,False,3,847
TKT-00229,2024-05-06 18:52:00,2024-05-08 15:58:00,whatsapp,Account Access,Account deletion,Medium,Resolved,Negative,CloudSync Pro,Professional,Middle East,Arabic,Agent_008 (Daniel N),I'm having trouble with 2FA — the codes aren't working on my new phone.,Self-service guided,45.1,2.1,14.8,False,False,12,453
TKT-00230,2025-05-27 22:10:00,2025-05-30 07:52:00,email,Technical Issue,Data sync issue,Medium,Resolved,Negative,SecureVault,Starter,Southeast Asia,Spanish,Agent_004 (Omar F),I'm unable to invite a team member since the latest update. Getting error code ERR-635.,Pending customer,57.7,2.7,21.2,True,False,7,1313
TKT-00231,2024-08-17 08:17:00,2024-08-20 20:23:00,whatsapp,Feature Request,Dark mode,Medium,Resolved,Very Negative,TaskBoard,Free,Europe,English,Agent_005 (Sophie M),Is there any plan to expose an API for the reporting module?,Issue fixed by agent,84.1,1.3,1.6,False,False,1,983
TKT-00232,2024-08-30 09:49:00,2024-09-04 12:13:00,phone,Account Access,Email change,Low,Closed,Very Negative,TaskBoard,Starter,North America,Spanish,Agent_008 (Daniel N),I can't log in to my account. The password reset email is not arriving.,Refund processed,122.4,1.3,15.1,True,False,11,115
TKT-00233,2024-04-13 17:41:00,,web_form,Account Access,Password reset,Low,Open,Negative,TaskBoard,Professional,North America,English,Agent_004 (Omar F),I need to update the email address associated with my account.,No action needed,,,8.6,False,False,10,911
TKT-00234,2025-04-25 16:38:00,,chat,Billing,Payment failure,Low,In Progress,Positive,InvoiceFlow,Professional,South Asia,Hindi,Agent_005 (Sophie M),My payment of $193.00 failed but the amount was still deducted from my account.,Issue fixed by agent,,,8.3,False,False,12,1417
TKT-00235,2024-08-12 07:40:00,2024-08-13 17:46:00,email,Complaint,Rude agent,Medium,Resolved,Neutral,SecureVault,Starter,South Asia,English,Agent_008 (Daniel N),Your refund policy is very unfair. I'm considering leaving the platform.,Issue fixed by agent,34.1,3.0,2.9,False,False,4,1293
TKT-00236,2024-01-23 12:53:00,,web_form,Feature Request,UI improvement,High,Open,Positive,CloudSync Pro,Enterprise,North America,English,Agent_005 (Sophie M),It would be really helpful if InvoiceFlow supported direct integration with Slack.,Issue fixed by agent,,,21.1,True,False,3,268
TKT-00237,2024-06-01 17:15:00,2024-06-03 12:57:00,email,Refund / Return,Return request,Low,Resolved,Negative,InvoiceFlow,Starter,Latin America,Hindi,Agent_002 (James T),I was overcharged and would like a partial refund for the difference.,Refund processed,43.7,2.2,17.1,False,False,8,1014
TKT-00238,2025-01-21 12:59:00,2025-01-24 19:41:00,chat,Account Access,2FA issue,Medium,Closed,Negative,InvoiceFlow,Enterprise,North America,English,Agent_002 (James T),I can't log in to my account. The password reset email is not arriving.,Self-service guided,78.7,2.4,8.9,False,False,5,784
TKT-00239,2024-05-01 09:23:00,,whatsapp,Billing,Duplicate charge,Medium,Open,Neutral,SecureVault,Professional,Europe,English,Agent_003 (Lena K),I noticed an incorrect charge of $175.00 on my last bill. Can you look into invoice INV-5096?,Issue fixed by agent,,,6.8,False,False,7,831
TKT-00240,2025-04-24 21:21:00,2025-04-26 06:39:00,email,Refund / Return,Return request,High,Resolved,Positive,SecureVault,Enterprise,Latin America,German,Agent_002 (James T),I was overcharged and would like a partial refund for the difference.,Issue fixed by agent,33.3,4.8,20.0,False,False,7,872
TKT-00241,2025-02-04 19:13:00,2025-02-08 09:31:00,phone,Feature Request,New integration,Medium,Resolved,Very Negative,DataDash,Professional,North America,English,Agent_009 (Yuki T),Is there any plan to expose an API for the reporting module?,Self-service guided,86.3,1.2,1.8,False,False,5,422
TKT-00242,2025-05-04 09:24:00,,chat,Technical Issue,Login error,Medium,Open,Positive,DataDash,Enterprise,North America,English,Agent_001 (Priya S),I'm unable to export a report since the latest update. Getting error code ERR-701.,Refund processed,,,23.8,False,False,7,1239
TKT-00243,2024-10-31 19:39:00,2024-11-04 00:57:00,chat,Refund / Return,Partial refund,Medium,Closed,Very Negative,DataDash,Professional,South Asia,Arabic,Agent_004 (Omar F),What's the status of refund request #REF-5485? It's been 13 days.,Escalated to engineering,77.3,1.7,1.7,False,False,4,1011
TKT-00244,2024-01-28 09:40:00,2024-01-29 15:52:00,chat,Technical Issue,Feature not working,High,Resolved,Neutral,TaskBoard,Professional,South Asia,English,Agent_002 (James T),My data isn't syncing across devices. Last successful sync was 3 days ago.,Issue fixed by agent,30.2,3.5,2.1,False,False,12,897
TKT-00245,2024-10-06 11:28:00,,whatsapp,Billing,Payment failure,High,In Progress,Very Negative,CloudSync Pro,Starter,North America,English,Agent_001 (Priya S),I noticed an incorrect charge of $115.99 on my last bill. Can you look into invoice INV-9721?,No action needed,,,1.4,True,False,7,414
TKT-00246,2024-06-20 12:02:00,,email,General Inquiry,Documentation,Medium,Open,Neutral,DataDash,Starter,Latin America,French,Agent_002 (James T),Could you explain the difference between the Professional and Enterprise plans?,Pending customer,,,0.5,False,False,1,798
TKT-00247,2024-06-24 15:06:00,2024-06-29 17:30:00,chat,Billing,Invoice request,Low,Resolved,Negative,InvoiceFlow,Enterprise,North America,German,Agent_005 (Sophie M),I noticed an incorrect charge of $175.00 on my last bill. Can you look into invoice INV-8899?,,122.4,2.2,14.8,False,False,5,485
TKT-00248,2025-03-30 17:08:00,,email,Delivery / Shipping,Damaged item,High,Open,Negative,DataDash,Free,Europe,English,Agent_009 (Yuki T),The item I received is damaged. I need a replacement or refund for order #41752.,Refund processed,,,21.8,False,False,4,1408
TKT-00249,2024-07-28 11:05:00,2024-07-31 00:05:00,chat,Delivery / Shipping,Missing package,Low,Resolved,Very Negative,CloudSync Pro,Free,South Asia,Japanese,Agent_001 (Priya S),I received the wrong item in my package. Order #33125.,,61.0,1.3,10.8,False,False,5,986
TKT-00250,2025-01-25 20:54:00,,web_form,Billing,Duplicate charge,Critical,In Progress,Negative,DataDash,Professional,South Asia,Spanish,Agent_008 (Daniel N),My payment of $309.99 failed but the amount was still deducted from my account.,Issue fixed by agent,,,8.1,False,False,4,317
TKT-00251,2024-03-13 20:56:00,2024-03-15 14:32:00,chat,General Inquiry,Pricing info,Low,Closed,Very Negative,DataDash,Starter,Europe,German,Agent_004 (Omar F),I'm interested in a partnership opportunity with your company.,Self-service guided,41.6,1.7,5.9,True,False,6,1293
TKT-00252,2024-04-29 09:41:00,,email,Delivery / Shipping,Tracking issue,Low,In Progress,Negative,InvoiceFlow,Free,Africa,Hindi,Agent_006 (Raj P),The tracking for order #75620 hasn't updated in 8 days.,Issue fixed by agent,,,14.1,False,False,12,183
TKT-00253,2024-04-09 09:49:00,2024-04-12 05:55:00,web_form,Billing,Subscription upgrade,Medium,Closed,Very Negative,CloudSync Pro,Professional,North America,English,Agent_002 (James T),Could you send me a detailed invoice for the period Apr–Jun 2024? I need it for tax purposes.,Refund processed,68.1,1.5,19.6,False,False,1,375
TKT-00254,2024-03-06 17:01:00,2024-03-11 17:19:00,whatsapp,Refund / Return,Refund status,Low,Closed,Very Negative,DataDash,Free,Africa,English,Agent_001 (Priya S),What's the status of refund request #REF-9520? It's been 5 days.,Issue fixed by agent,120.3,1.9,11.4,False,False,7,690
